founder_name,company_id,company_name,batch,status,tags,location,website,company_linkedin,short_description,num_founders
['Talia Krainc',27826,TorMagnus Pharmaceuticals,W23,Active,"['Healthcare', 'AI-powered Drug Discovery', 'Biotech', 'Drug discovery']",,https://www.tormagnuspharmaceuticals.com/,,Finding new therapies for Parkinson's disease.,2
'John Fraser'],27826,TorMagnus Pharmaceuticals,W23,Active,"['Healthcare', 'AI-powered Drug Discovery', 'Biotech', 'Drug discovery']",,https://www.tormagnuspharmaceuticals.com/,,Finding new therapies for Parkinson's disease.,2
['Ari Malik',27808,Salient,W23,Active,"['B2B', 'Generative AI', 'Sales', 'SaaS', 'Artificial Intelligence']",San Francisco,https://www.trysalient.com,https://www.linkedin.com/company/trysalient/,Outbound sales on autopilot.,2
'Mukund Tibrewala'],27808,Salient,W23,Active,"['B2B', 'Generative AI', 'Sales', 'SaaS', 'Artificial Intelligence']",San Francisco,https://www.trysalient.com,https://www.linkedin.com/company/trysalient/,Outbound sales on autopilot.,2
['Fatma Akcay',27684,Bumper,W23,Active,"['B2B', 'SaaS', 'Fintech', 'Logistics', 'Supply Chain']",,https://www.bumper.one/,https://www.linkedin.com/company/bumper-payments/,Simplifying logistics payments.,2
'Eamonn Gahan'],27684,Bumper,W23,Active,"['B2B', 'SaaS', 'Fintech', 'Logistics', 'Supply Chain']",,https://www.bumper.one/,https://www.linkedin.com/company/bumper-payments/,Simplifying logistics payments.,2
['Kabir Nagral',26739,Craze,S22,Active,"['Fintech', 'Consumer', 'Social', 'Gaming', 'Community']","Mumbai, India",https://thecrazeapp.com/,https://www.linkedin.com/company/thecrazeapp/,Indian exchange to trade outcomes of real-world events,3
'Deepit Patil',26739,Craze,S22,Active,"['Fintech', 'Consumer', 'Social', 'Gaming', 'Community']","Mumbai, India",https://thecrazeapp.com/,https://www.linkedin.com/company/thecrazeapp/,Indian exchange to trade outcomes of real-world events,3
'Tarun Prasad'],26739,Craze,S22,Active,"['Fintech', 'Consumer', 'Social', 'Gaming', 'Community']","Mumbai, India",https://thecrazeapp.com/,https://www.linkedin.com/company/thecrazeapp/,Indian exchange to trade outcomes of real-world events,3
['Robert Huynh',25603,Nook,W22,Active,"['Human Resources', 'Logistics', 'Real Estate', 'Marketplace', 'Construction']","Ho Chi Minh City, Vietnam",https://www.workwithnook.com/en,https://www.linkedin.com/company/nookrenovation,"We match reliable, quality workers w/ construction projects on demand.",2
'Nathaniel Ricca'],25603,Nook,W22,Active,"['Human Resources', 'Logistics', 'Real Estate', 'Marketplace', 'Construction']","Ho Chi Minh City, Vietnam",https://www.workwithnook.com/en,https://www.linkedin.com/company/nookrenovation,"We match reliable, quality workers w/ construction projects on demand.",2
['Brian Kim',29152,Taylor AI,S23,Active,"['Artificial Intelligence', 'Data Science', 'Enterprise', 'AI', 'Conversational AI']",San Francisco,https://trytaylor.ai,https://www.linkedin.com/company/taylor-ai/about/,Enabling data scientists to fine-tune and own LLMs,2
'Benjamin Anderson'],29152,Taylor AI,S23,Active,"['Artificial Intelligence', 'Data Science', 'Enterprise', 'AI', 'Conversational AI']",San Francisco,https://trytaylor.ai,https://www.linkedin.com/company/taylor-ai/about/,Enabling data scientists to fine-tune and own LLMs,2
['Sandeep Pani',29156,CodeStory,S23,Active,"['Developer Tools', 'AI']",San Francisco,https://codestory.ai,,"10x engineer, right inside your editor.",2
'Naresh R'],29156,CodeStory,S23,Active,"['Developer Tools', 'AI']",San Francisco,https://codestory.ai,,"10x engineer, right inside your editor.",2
['Dawson Chen',29160,Martin,S23,Active,"['Artificial Intelligence', 'Consumer', 'Consumer Products', 'AI', 'AI Assistant']","Sunnyvale, CA",https://www.trymartin.com/,,An AI voice assistant that knows you.,3
'Harsh Deep',29160,Martin,S23,Active,"['Artificial Intelligence', 'Consumer', 'Consumer Products', 'AI', 'AI Assistant']","Sunnyvale, CA",https://www.trymartin.com/,,An AI voice assistant that knows you.,3
'Arjun Dixit'],29160,Martin,S23,Active,"['Artificial Intelligence', 'Consumer', 'Consumer Products', 'AI', 'AI Assistant']","Sunnyvale, CA",https://www.trymartin.com/,,An AI voice assistant that knows you.,3
['Tim Jang',29137,TrendUp,S23,Active,"['Social Media', 'Consumer Products', 'AI']",San Francisco,https://trendup.ai/,https://www.linkedin.com/company/trendupai,AI tools to help you go viral on any platform,2
'Brayden Werner'],29137,TrendUp,S23,Active,"['Social Media', 'Consumer Products', 'AI']",San Francisco,https://trendup.ai/,https://www.linkedin.com/company/trendupai,AI tools to help you go viral on any platform,2
['Raj Kohli',29159,Healthtech 1,S23,Active,"['Health Tech', 'Digital Health', 'Healthcare', 'Automation']","London, United Kingdom",https://www.healthtech1.uk/,https://www.linkedin.com/company/healthtech-1/,Digitising repetitive processes in healthcare,2
'Peter Huang'],29159,Healthtech 1,S23,Active,"['Health Tech', 'Digital Health', 'Healthcare', 'Automation']","London, United Kingdom",https://www.healthtech1.uk/,https://www.linkedin.com/company/healthtech-1/,Digitising repetitive processes in healthcare,2
['Ingo Boegemann',29125,truemetrics,S23,Active,"['Machine Learning', 'Logistics', 'Big Data', 'AI']","Berlin, Germany",https://www.truemetrics.io/,https://www.linkedin.com/company/truemetricsio,Fixing bad GPS positions and incomplete map data on the last mile.,3
'Jan Bischof',29125,truemetrics,S23,Active,"['Machine Learning', 'Logistics', 'Big Data', 'AI']","Berlin, Germany",https://www.truemetrics.io/,https://www.linkedin.com/company/truemetricsio,Fixing bad GPS positions and incomplete map data on the last mile.,3
'David Wulff'],29125,truemetrics,S23,Active,"['Machine Learning', 'Logistics', 'Big Data', 'AI']","Berlin, Germany",https://www.truemetrics.io/,https://www.linkedin.com/company/truemetricsio,Fixing bad GPS positions and incomplete map data on the last mile.,3
['Robert Huppertz',29157,Orbio Earth,S23,Active,"['Artificial Intelligence', 'Satellites', 'B2B', 'Climate']","Berlin, Germany",https://www.orbio.earth/,https://www.linkedin.com/company/orbioearth/,Tracking methane emissions with satellites,2
'Jack Angela'],29157,Orbio Earth,S23,Active,"['Artificial Intelligence', 'Satellites', 'B2B', 'Climate']","Berlin, Germany",https://www.orbio.earth/,https://www.linkedin.com/company/orbioearth/,Tracking methane emissions with satellites,2
['Benedict Altier',29154,CatX,S23,Active,"['Machine Learning', 'Finance', 'Analytics', 'Insurance', 'Investing']",,https://catx.finance,https://www.linkedin.com/company/catx/,The exchange for trading and transferring risk ,2
'Lucas Schneider'],29154,CatX,S23,Active,"['Machine Learning', 'Finance', 'Analytics', 'Insurance', 'Investing']",,https://catx.finance,https://www.linkedin.com/company/catx/,The exchange for trading and transferring risk ,2
['Natalia Khosla Md',29113,Simbie Health,S23,Active,"['Artificial Intelligence', 'Fertility Tech', 'Health Tech', ""Women's Health"", 'Femtech']",San Francisco,http://www.simbiehealth.com,https://www.linkedin.com/company/simbie-health,"The AI-powered, virtual front door for women’s health.",3
'Rachel O’Driscoll',29113,Simbie Health,S23,Active,"['Artificial Intelligence', 'Fertility Tech', 'Health Tech', ""Women's Health"", 'Femtech']",San Francisco,http://www.simbiehealth.com,https://www.linkedin.com/company/simbie-health,"The AI-powered, virtual front door for women’s health.",3
'Natalia Perina'],29113,Simbie Health,S23,Active,"['Artificial Intelligence', 'Fertility Tech', 'Health Tech', ""Women's Health"", 'Femtech']",San Francisco,http://www.simbiehealth.com,https://www.linkedin.com/company/simbie-health,"The AI-powered, virtual front door for women’s health.",3
['Faraz Rana',29106,Affinity,S23,Active,"['Fintech', 'Workflow Automation', 'Team Collaboration', 'Compliance', 'HR Tech']",New York,https://itsaffinity.com,https://www.linkedin.com/company/affinity-training,A compliance training platform built for regulated industries.,2
'Peter Greczner'],29106,Affinity,S23,Active,"['Fintech', 'Workflow Automation', 'Team Collaboration', 'Compliance', 'HR Tech']",New York,https://itsaffinity.com,https://www.linkedin.com/company/affinity-training,A compliance training platform built for regulated industries.,2
['Ankur Rustagi',29107,Sero AI,S23,Active,"['SaaS', 'B2B', 'Enterprise', 'Trust & Safety', 'AI']","San Jose, CA",https://getsero.ai,https://www.linkedin.com/company/seroai/,AI powered Trust and Safety operations platform for Enterprises,2
'Talha Baig'],29107,Sero AI,S23,Active,"['SaaS', 'B2B', 'Enterprise', 'Trust & Safety', 'AI']","San Jose, CA",https://getsero.ai,https://www.linkedin.com/company/seroai/,AI powered Trust and Safety operations platform for Enterprises,2
['Tejas Bhakta'],29120,AutoInfra,S23,Active,"['AIOps', 'Developer Tools', 'Cloud Computing', 'Infrastructure', 'AI']",,https://autoinfra.ai/,https://www.linkedin.com/company/autoinfra-ai/,Infrastructure as Language. Automating DevOps and Infra with AI. ,1
['Henry Heng',29105,FlowiseAI,S23,Active,"['Artificial Intelligence', 'Chatbot', 'Open Source', 'No-code', 'AI']",San Francisco,https://flowiseai.com,,Open source UI visual tool to build LLM apps,2
'Chung Yau Ong'],29105,FlowiseAI,S23,Active,"['Artificial Intelligence', 'Chatbot', 'Open Source', 'No-code', 'AI']",San Francisco,https://flowiseai.com,,Open source UI visual tool to build LLM apps,2
['Anna Sun',29119,Nowadays,S23,Active,"['Artificial Intelligence', 'Chatbot', 'Automation', 'AI', 'AI Assistant']",San Francisco,http://getnowadays.com/,,Personal AI-powered event planning assistant.,2
'Amy Yan'],29119,Nowadays,S23,Active,"['Artificial Intelligence', 'Chatbot', 'Automation', 'AI', 'AI Assistant']",San Francisco,http://getnowadays.com/,,Personal AI-powered event planning assistant.,2
['Yuriy Zaremba',29110,AiSDR,S23,Active,"['Artificial Intelligence', 'SaaS', 'B2B', 'Sales', 'AI']",San Francisco,https://aisdr.com/,,AI sales prospecting. Replace your SDR with AiSDR,2
'Oleg Zaremba'],29110,AiSDR,S23,Active,"['Artificial Intelligence', 'SaaS', 'B2B', 'Sales', 'AI']",San Francisco,https://aisdr.com/,,AI sales prospecting. Replace your SDR with AiSDR,2
['Amrutha Gujjar',29118,Structured,S23,Active,"['Developer Tools', 'AI', 'AI Assistant']",San Francisco,https://www.structuredlabs.io/,https://www.linkedin.com/company/structuredlabs/,LLMs for Analyzing Logs and Reducing Downtime,2
'Shivam Singhal'],29118,Structured,S23,Active,"['Developer Tools', 'AI', 'AI Assistant']",San Francisco,https://www.structuredlabs.io/,https://www.linkedin.com/company/structuredlabs/,LLMs for Analyzing Logs and Reducing Downtime,2
['Aurelien Aubert',29101,Cargo,S23,Active,"['Sales', 'Sales Enablement', 'Data Engineering', 'Infrastructure', 'Operations']",San Francisco,https://getcargo.io,https://www.linkedin.com/company/cargo-hq,Headless revenue architecture,2
'Maxence De Villepion'],29101,Cargo,S23,Active,"['Sales', 'Sales Enablement', 'Data Engineering', 'Infrastructure', 'Operations']",San Francisco,https://getcargo.io,https://www.linkedin.com/company/cargo-hq,Headless revenue architecture,2
['Dasha Cherepennikova',29089,Line.Build,S23,Active,"['Payments', 'Construction', 'Climate', 'Renewable Energy', 'ClimateTech']",San Francisco,https://www.line.build/,https://www.linkedin.com/company/line-build/,Enabling affordable building decarbonization,2
'Stephanie Vasquez'],29089,Line.Build,S23,Active,"['Payments', 'Construction', 'Climate', 'Renewable Energy', 'ClimateTech']",San Francisco,https://www.line.build/,https://www.linkedin.com/company/line-build/,Enabling affordable building decarbonization,2
['Zi Liu',29093,Roame,S23,Active,"['Travel', 'Airlines', 'API', 'Consumer Finance', 'AI']",San Francisco,https://roame.travel/,https://www.linkedin.com/company/roametravel/,Google flights using points and miles,2
'Tim Qin'],29093,Roame,S23,Active,"['Travel', 'Airlines', 'API', 'Consumer Finance', 'AI']",San Francisco,https://roame.travel/,https://www.linkedin.com/company/roametravel/,Google flights using points and miles,2
['Anand Chaturvedi',29092,dili,S23,Active,"['Artificial Intelligence', 'Fintech', 'Finance', 'B2B', 'AI Assistant']",New York,https://diliai.com,https://www.linkedin.com/company/dili-ai/,Accelerate capital markets due diligence with AI,3
'Brian Fernandez',29092,dili,S23,Active,"['Artificial Intelligence', 'Fintech', 'Finance', 'B2B', 'AI Assistant']",New York,https://diliai.com,https://www.linkedin.com/company/dili-ai/,Accelerate capital markets due diligence with AI,3
'Stephanie Song'],29092,dili,S23,Active,"['Artificial Intelligence', 'Fintech', 'Finance', 'B2B', 'AI Assistant']",New York,https://diliai.com,https://www.linkedin.com/company/dili-ai/,Accelerate capital markets due diligence with AI,3
['Philippe Noël',29087,Retake,S23,Active,"['Developer Tools', 'SaaS', 'B2B', 'Data Engineering']",New York,https://getretake.com,https://linkedin.com/company/getretake,Open source infrastructure for vector data streams,2
'Ming Ying'],29087,Retake,S23,Active,"['Developer Tools', 'SaaS', 'B2B', 'Data Engineering']",New York,https://getretake.com,https://linkedin.com/company/getretake,Open source infrastructure for vector data streams,2
['Moses Mukundi'],29086,Eden Care,S23,Active,"['Health Insurance', 'Insurance', 'Health & Wellness']","Nairobi, Kenya",https://www.edencaremedical.com/,https://www.linkedin.com/company/edencaremedical/?viewAsMember=true,Eden Care Healthcare Rwanda Limited,1
['Kunal Puri',29080,Smobi,S23,Active,"['Fintech', 'Marketplace', 'E-commerce', 'SMB']",New York,https://smobimarket.com/,https://www.linkedin.com/company/smobimarket/,Zillow for SMB Sales,2
'Michael Ning'],29080,Smobi,S23,Active,"['Fintech', 'Marketplace', 'E-commerce', 'SMB']",New York,https://smobimarket.com/,https://www.linkedin.com/company/smobimarket/,Zillow for SMB Sales,2
['Pablo Palafox',29069,Happyrobot,S23,Active,"['Developer Tools', 'Machine Learning', 'SaaS', 'Computer Vision', 'API']",San Francisco,https://happyrobot.ai,https://www.linkedin.com/company/happyrobot/,Build computer vision applications faster,3
'Javier Palafox',29069,Happyrobot,S23,Active,"['Developer Tools', 'Machine Learning', 'SaaS', 'Computer Vision', 'API']",San Francisco,https://happyrobot.ai,https://www.linkedin.com/company/happyrobot/,Build computer vision applications faster,3
'Luis Paarup'],29069,Happyrobot,S23,Active,"['Developer Tools', 'Machine Learning', 'SaaS', 'Computer Vision', 'API']",San Francisco,https://happyrobot.ai,https://www.linkedin.com/company/happyrobot/,Build computer vision applications faster,3
['Gabriel Banks',29085,Quill AI,S23,Active,"['Artificial Intelligence', 'Fintech', 'Automation', 'AI']",New York,https://quillai.co,https://www.linkedin.com/company/quill-ai/,Automation Software for Financial Analysts,2
'Kartik Donepudi'],29085,Quill AI,S23,Active,"['Artificial Intelligence', 'Fintech', 'Automation', 'AI']",New York,https://quillai.co,https://www.linkedin.com/company/quill-ai/,Automation Software for Financial Analysts,2
['Philip Isik',29079,Tiptap,S23,Active,"['Developer Tools', 'Open Source']","Berlin, Germany",https://tiptap.dev/,https://www.linkedin.com/company/tiptapdev/,Developer toolkit for building collaborative apps.,6
'Patrick Baber',29079,Tiptap,S23,Active,"['Developer Tools', 'Open Source']","Berlin, Germany",https://tiptap.dev/,https://www.linkedin.com/company/tiptapdev/,Developer toolkit for building collaborative apps.,6
'Sven Adlung',29079,Tiptap,S23,Active,"['Developer Tools', 'Open Source']","Berlin, Germany",https://tiptap.dev/,https://www.linkedin.com/company/tiptapdev/,Developer toolkit for building collaborative apps.,6
'Nick Hirche',29079,Tiptap,S23,Active,"['Developer Tools', 'Open Source']","Berlin, Germany",https://tiptap.dev/,https://www.linkedin.com/company/tiptapdev/,Developer toolkit for building collaborative apps.,6
'Timo Isik',29079,Tiptap,S23,Active,"['Developer Tools', 'Open Source']","Berlin, Germany",https://tiptap.dev/,https://www.linkedin.com/company/tiptapdev/,Developer toolkit for building collaborative apps.,6
'Sebastian Schrama'],29079,Tiptap,S23,Active,"['Developer Tools', 'Open Source']","Berlin, Germany",https://tiptap.dev/,https://www.linkedin.com/company/tiptapdev/,Developer toolkit for building collaborative apps.,6
['Carlos Feliciano',29073,Monitaur,S23,Active,"['Crypto / Web3', 'Infrastructure', 'Operations', 'Monitoring']",San Francisco,https://monitaur.xyz,https://www.linkedin.com/company/monitaurxyz,Datadog for Web3,2
'Casey Wilcox'],29073,Monitaur,S23,Active,"['Crypto / Web3', 'Infrastructure', 'Operations', 'Monitoring']",San Francisco,https://monitaur.xyz,https://www.linkedin.com/company/monitaurxyz,Datadog for Web3,2
['Nico Magni',29071,Cedalio,S23,Active,"['Developer Tools', 'Crypto / Web3', 'GraphQL', 'Databases']",San Francisco,https://cedalio.com/,https://www.linkedin.com/company/cedalio/,A decentralized alternative to Firebase or Supabase with a GraphQL…,3
'Guido Marucci Blas',29071,Cedalio,S23,Active,"['Developer Tools', 'Crypto / Web3', 'GraphQL', 'Databases']",San Francisco,https://cedalio.com/,https://www.linkedin.com/company/cedalio/,A decentralized alternative to Firebase or Supabase with a GraphQL…,3
'Luciana Reznik'],29071,Cedalio,S23,Active,"['Developer Tools', 'Crypto / Web3', 'GraphQL', 'Databases']",San Francisco,https://cedalio.com/,https://www.linkedin.com/company/cedalio/,A decentralized alternative to Firebase or Supabase with a GraphQL…,3
['Debesh Mandal',29051,Nanograb,S23,Active,"['AI-powered Drug Discovery', 'Therapeutics', 'Biotechnology']","London, United Kingdom",https://nanograb.com,https://www.linkedin.com/company/94221598,Multivalent nanomedicines with next-generation targeting capabilities,3
'Christopher Lau',29051,Nanograb,S23,Active,"['AI-powered Drug Discovery', 'Therapeutics', 'Biotechnology']","London, United Kingdom",https://nanograb.com,https://www.linkedin.com/company/94221598,Multivalent nanomedicines with next-generation targeting capabilities,3
'Shanil Panara'],29051,Nanograb,S23,Active,"['AI-powered Drug Discovery', 'Therapeutics', 'Biotechnology']","London, United Kingdom",https://nanograb.com,https://www.linkedin.com/company/94221598,Multivalent nanomedicines with next-generation targeting capabilities,3
['Trey Benedict',29053,Pure 🪙,S23,Active,"['Marketplace', 'Data Science']","Berkeley, CA",https://www.collectpure.com/,https://www.linkedin.com/company/puretechnologies/,Marketplace for Rare Coins & Precious Metals,2
'David Gordillo'],29053,Pure 🪙,S23,Active,"['Marketplace', 'Data Science']","Berkeley, CA",https://www.collectpure.com/,https://www.linkedin.com/company/puretechnologies/,Marketplace for Rare Coins & Precious Metals,2
['Sajag Agarwal',29045,Movley,S23,Active,"['Marketplace', 'SaaS', 'E-commerce', 'Supply Chain']",San Francisco,https://movley.com/,https://www.linkedin.com/company/movley/,Quality Control Platform for Marketplace Sellers,4
'Jake Corkin',29045,Movley,S23,Active,"['Marketplace', 'SaaS', 'E-commerce', 'Supply Chain']",San Francisco,https://movley.com/,https://www.linkedin.com/company/movley/,Quality Control Platform for Marketplace Sellers,4
'Michael Friedman',29045,Movley,S23,Active,"['Marketplace', 'SaaS', 'E-commerce', 'Supply Chain']",San Francisco,https://movley.com/,https://www.linkedin.com/company/movley/,Quality Control Platform for Marketplace Sellers,4
'Rafael Petry'],29045,Movley,S23,Active,"['Marketplace', 'SaaS', 'E-commerce', 'Supply Chain']",San Francisco,https://movley.com/,https://www.linkedin.com/company/movley/,Quality Control Platform for Marketplace Sellers,4
['Dhiren Bhatia',29040,Inventive AI,S23,Active,"['Generative AI', 'B2B', 'Sales', 'Automation', 'AI']",Mountain View,https://getinventive.ai/,https://www.linkedin.com/company/inventive-ai/,Enterprise-ready AI agents to automate content creation,3
'Vishakh Hegde',29040,Inventive AI,S23,Active,"['Generative AI', 'B2B', 'Sales', 'Automation', 'AI']",Mountain View,https://getinventive.ai/,https://www.linkedin.com/company/inventive-ai/,Enterprise-ready AI agents to automate content creation,3
'Gaurav Nemade'],29040,Inventive AI,S23,Active,"['Generative AI', 'B2B', 'Sales', 'Automation', 'AI']",Mountain View,https://getinventive.ai/,https://www.linkedin.com/company/inventive-ai/,Enterprise-ready AI agents to automate content creation,3
['Darren Fike',29042,Santé,S23,Active,"['Fintech', 'SaaS', 'B2B', 'Retail']",New York,https://,,Modern POS for Liquor Stores,2
'Antoine Balaresque'],29042,Santé,S23,Active,"['Fintech', 'SaaS', 'B2B', 'Retail']",New York,https://,,Modern POS for Liquor Stores,2
['Olivier Moindrot',29021,Fragment,S23,Active,"['SaaS', 'B2B', 'Automation', 'Operations']",San Francisco,https://checkfragment.com,,Task management for fintech and insurtech,2
'Guillaume Genthial'],29021,Fragment,S23,Active,"['SaaS', 'B2B', 'Automation', 'Operations']",San Francisco,https://checkfragment.com,,Task management for fintech and insurtech,2
['Tony Yang',29026,Cyclone,S23,Active,"['Artificial Intelligence', 'Developer Tools', 'SaaS', 'B2B', 'Productivity']",San Francisco,https://www.usecyclone.dev/,https://www.linkedin.com/company/98034694/admin/,"Instant coding playground for any doc site, powered by GPT",2
'Haoyang Yu'],29026,Cyclone,S23,Active,"['Artificial Intelligence', 'Developer Tools', 'SaaS', 'B2B', 'Productivity']",San Francisco,https://www.usecyclone.dev/,https://www.linkedin.com/company/98034694/admin/,"Instant coding playground for any doc site, powered by GPT",2
['Randy Song',29018,sudocode,S23,Active,"['Artificial Intelligence', 'Generative AI', 'AI']",Mountain View,https://sudocode.ai/&referrer=ycombinator.com,https://www.linkedin.com/company/95035183/,Markdown is all you need,3
'Alex Ngai',29018,sudocode,S23,Active,"['Artificial Intelligence', 'Generative AI', 'AI']",Mountain View,https://sudocode.ai/&referrer=ycombinator.com,https://www.linkedin.com/company/95035183/,Markdown is all you need,3
'Tim Baker'],29018,sudocode,S23,Active,"['Artificial Intelligence', 'Generative AI', 'AI']",Mountain View,https://sudocode.ai/&referrer=ycombinator.com,https://www.linkedin.com/company/95035183/,Markdown is all you need,3
['William Zeng',29013,Sweep,S23,Active,"['Developer Tools', 'Generative AI', 'Productivity', 'AI', 'AI Assistant']",San Francisco,https://sweep.dev/,,Assistant that turns issues to PRs with code,2
'Kevin Lu'],29013,Sweep,S23,Active,"['Developer Tools', 'Generative AI', 'Productivity', 'AI', 'AI Assistant']",San Francisco,https://sweep.dev/,,Assistant that turns issues to PRs with code,2
['Nick Damiano',29008,Andromeda Surgical,S23,Active,"['Artificial Intelligence', 'Medical Robotics', 'Robotics', 'Medical Devices', 'Automation']",San Francisco,http://www.andromedasurgical.com,http://linkedin.com/company/andromeda-surgical,"Autonomous robots for safer, better, faster surgery",2
'Kartik Tiwari'],29008,Andromeda Surgical,S23,Active,"['Artificial Intelligence', 'Medical Robotics', 'Robotics', 'Medical Devices', 'Automation']",San Francisco,http://www.andromedasurgical.com,http://linkedin.com/company/andromeda-surgical,"Autonomous robots for safer, better, faster surgery",2
['Mayank Agrawal',29005,Roundtable,S23,Active,"['Artificial Intelligence', 'B2B', 'Market Research']","Princeton, NJ",https://roundtable.ai,https://www.linkedin.com/company/roundtable-ai,"Faster, cheaper, better surveys",2
'Matt Hardy'],29005,Roundtable,S23,Active,"['Artificial Intelligence', 'B2B', 'Market Research']","Princeton, NJ",https://roundtable.ai,https://www.linkedin.com/company/roundtable-ai,"Faster, cheaper, better surveys",2
['Sean Adler',28991,Inlet,S23,Active,"['Artificial Intelligence', 'B2B', 'Operations']",New York,https://getinlet.ai,,Integrate software with AI.,2
'Adam Miller'],28991,Inlet,S23,Active,"['Artificial Intelligence', 'B2B', 'Operations']",New York,https://getinlet.ai,,Integrate software with AI.,2
['Jerome Billiet',28983,Converge,S23,Active,"['SaaS', 'Analytics', 'E-commerce', 'Data Engineering', 'Infrastructure']",San Francisco,http://www.runconverge.com,https://www.linkedin.com/company/81685997/,Segment for Ecommerce,3
'Thomas Holvoet',28983,Converge,S23,Active,"['SaaS', 'Analytics', 'E-commerce', 'Data Engineering', 'Infrastructure']",San Francisco,http://www.runconverge.com,https://www.linkedin.com/company/81685997/,Segment for Ecommerce,3
'Jan-Henrik Lambrechts'],28983,Converge,S23,Active,"['SaaS', 'Analytics', 'E-commerce', 'Data Engineering', 'Infrastructure']",San Francisco,http://www.runconverge.com,https://www.linkedin.com/company/81685997/,Segment for Ecommerce,3
['David Graunke',29000,SafetyKit,S23,Active,"['Artificial Intelligence', 'SaaS', 'Customer Service', 'Trust & Safety', 'Operations']",San Francisco,https://www.getsafetykit.com/,,AI-Powered Trust and Safety Automation,3
'Alex Rosenblatt',29000,SafetyKit,S23,Active,"['Artificial Intelligence', 'SaaS', 'Customer Service', 'Trust & Safety', 'Operations']",San Francisco,https://www.getsafetykit.com/,,AI-Powered Trust and Safety Automation,3
'Steven Guichard'],29000,SafetyKit,S23,Active,"['Artificial Intelligence', 'SaaS', 'Customer Service', 'Trust & Safety', 'Operations']",San Francisco,https://www.getsafetykit.com/,,AI-Powered Trust and Safety Automation,3
['Sohan Choudhury',28982,Flint,S23,Active,"['Education', 'Generative AI', 'Edtech', 'AI']",San Francisco,http://flintk12.com/,https://www.linkedin.com/company/flintk12/,Copilot for K-12 teachers,2
'Jinseo Park'],28982,Flint,S23,Active,"['Education', 'Generative AI', 'Edtech', 'AI']",San Francisco,http://flintk12.com/,https://www.linkedin.com/company/flintk12/,Copilot for K-12 teachers,2
['Sarah Najmark',28980,Osium AI,S23,Active,"['Artificial Intelligence', 'SaaS', 'Sustainability', 'Climate', 'Advanced Materials']",San Francisco,https://osium.ai/,,AI for advanced and sustainable materials discovery,2
'Luisa Bouneder'],28980,Osium AI,S23,Active,"['Artificial Intelligence', 'SaaS', 'Sustainability', 'Climate', 'Advanced Materials']",San Francisco,https://osium.ai/,,AI for advanced and sustainable materials discovery,2
['Ntambwa Basambombo',28977,VaultPay,S23,Active,"['Fintech', 'Payments', 'Infrastructure']",San Francisco,https://vaultpay.io,https://www.linkedin.com/company/getvaultpay,Building payments infrastructure for Central Africa,2
'Christel Ilaka'],28977,VaultPay,S23,Active,"['Fintech', 'Payments', 'Infrastructure']",San Francisco,https://vaultpay.io,https://www.linkedin.com/company/getvaultpay,Building payments infrastructure for Central Africa,2
['Dani Penev',28979,Slicker,S23,Active,"['SaaS', 'HR Tech', 'Payroll']","London, United Kingdom",https://www.slickerhq.com,https://www.linkedin.com/company/slicker,The easiest payroll product for small European businesses,2
'Ivan Valkov'],28979,Slicker,S23,Active,"['SaaS', 'HR Tech', 'Payroll']","London, United Kingdom",https://www.slickerhq.com,https://www.linkedin.com/company/slicker,The easiest payroll product for small European businesses,2
['Ashi Agrawal',28971,Kobalt Labs,S23,Active,"['Generative AI', 'Health Tech', 'Compliance', 'Cybersecurity', 'AI']",,https://www.kobaltlabs.com/,https://www.linkedin.com/company/kobalt-labs/,Modern security for generative AI.,2
'Kalyani Ramadurgam'],28971,Kobalt Labs,S23,Active,"['Generative AI', 'Health Tech', 'Compliance', 'Cybersecurity', 'AI']",,https://www.kobaltlabs.com/,https://www.linkedin.com/company/kobalt-labs/,Modern security for generative AI.,2
['Emily Damato',28967,MantleBio,S23,Active,"['SaaS', 'B2B', 'Biotech', 'Enterprise Software']",San Francisco,https://www.mantlebio.com,,Building software to scale data driven discovery in biotech,2
'Madeline Schade'],28967,MantleBio,S23,Active,"['SaaS', 'B2B', 'Biotech', 'Enterprise Software']",San Francisco,https://www.mantlebio.com,,Building software to scale data driven discovery in biotech,2
['Roanak Baviskar',28968,Trainy,S23,Active,"['Developer Tools', 'Machine Learning', 'SaaS', 'Open Source']",San Francisco,https://trainy.ai/,https://www.linkedin.com/company/trainy-ai/about/,Profiler tooling to make training large AI models fast and easy.,2
'Andrew Aikawa'],28968,Trainy,S23,Active,"['Developer Tools', 'Machine Learning', 'SaaS', 'Open Source']",San Francisco,https://trainy.ai/,https://www.linkedin.com/company/trainy-ai/about/,Profiler tooling to make training large AI models fast and easy.,2
['Alex Lanzoni',28969,Studdy,S23,Active,"['AI-Enhanced Learning', 'Education', 'Consumer', 'AI']",San Francisco,https://www.studdy.ai/,https://www.linkedin.com/company/studdyai,An AI Tutor for every student,2
'Michael Lam'],28969,Studdy,S23,Active,"['AI-Enhanced Learning', 'Education', 'Consumer', 'AI']",San Francisco,https://www.studdy.ai/,https://www.linkedin.com/company/studdyai,An AI Tutor for every student,2
