founder_name,company_id,company_name,batch,status,tags,location,website,company_linkedin,short_description,num_founders,is_ai,is_devtools,is_saas,linkedin_slug,linkedin_profile_estimated,has_company_linkedin,linkedin_confidence,is_recent_batch,is_priority_industry
Talia Krainc,27826,TorMagnus Pharmaceuticals,W23,Active,"['Healthcare', 'AI-powered Drug Discovery', 'Biotech', 'Drug discovery']",,https://www.tormagnuspharmaceuticals.com/,,Finding new therapies for Parkinson's disease.,2,True,False,False,talia-krainc,https://www.linkedin.com/in/talia-krainc,False,Medium,True,True
John Fraser,27826,TorMagnus Pharmaceuticals,W23,Active,"['Healthcare', 'AI-powered Drug Discovery', 'Biotech', 'Drug discovery']",,https://www.tormagnuspharmaceuticals.com/,,Finding new therapies for Parkinson's disease.,2,True,False,False,john-fraser,https://www.linkedin.com/in/john-fraser,False,Medium,True,True
Ari Malik,27808,Salient,W23,Active,"['B2B', 'Generative AI', 'Sales', 'SaaS', 'Artificial Intelligence']",San Francisco,https://www.trysalient.com,https://www.linkedin.com/company/trysalient/,Outbound sales on autopilot.,2,True,False,True,ari-malik,https://www.linkedin.com/in/ari-malik,True,High,True,True
Mukund Tibrewala,27808,Salient,W23,Active,"['B2B', 'Generative AI', 'Sales', 'SaaS', 'Artificial Intelligence']",San Francisco,https://www.trysalient.com,https://www.linkedin.com/company/trysalient/,Outbound sales on autopilot.,2,True,False,True,mukund-tibrewala,https://www.linkedin.com/in/mukund-tibrewala,True,High,True,True
Fatma Akcay,27684,Bumper,W23,Active,"['B2B', 'SaaS', 'Fintech', 'Logistics', 'Supply Chain']",,https://www.bumper.one/,https://www.linkedin.com/company/bumper-payments/,Simplifying logistics payments.,2,True,False,True,fatma-akcay,https://www.linkedin.com/in/fatma-akcay,True,High,True,True
Eamonn Gahan,27684,Bumper,W23,Active,"['B2B', 'SaaS', 'Fintech', 'Logistics', 'Supply Chain']",,https://www.bumper.one/,https://www.linkedin.com/company/bumper-payments/,Simplifying logistics payments.,2,True,False,True,eamonn-gahan,https://www.linkedin.com/in/eamonn-gahan,True,High,True,True
Kabir Nagral,26739,Craze,S22,Active,"['Fintech', 'Consumer', 'Social', 'Gaming', 'Community']","Mumbai, India",https://thecrazeapp.com/,https://www.linkedin.com/company/thecrazeapp/,Indian exchange to trade outcomes of real-world events,3,False,False,False,kabir-nagral,https://www.linkedin.com/in/kabir-nagral,True,High,True,False
Deepit Patil,26739,Craze,S22,Active,"['Fintech', 'Consumer', 'Social', 'Gaming', 'Community']","Mumbai, India",https://thecrazeapp.com/,https://www.linkedin.com/company/thecrazeapp/,Indian exchange to trade outcomes of real-world events,3,False,False,False,deepit-patil,https://www.linkedin.com/in/deepit-patil,True,High,True,False
Tarun Prasad,26739,Craze,S22,Active,"['Fintech', 'Consumer', 'Social', 'Gaming', 'Community']","Mumbai, India",https://thecrazeapp.com/,https://www.linkedin.com/company/thecrazeapp/,Indian exchange to trade outcomes of real-world events,3,False,False,False,tarun-prasad,https://www.linkedin.com/in/tarun-prasad,True,High,True,False
Robert Huynh,25603,Nook,W22,Active,"['Human Resources', 'Logistics', 'Real Estate', 'Marketplace', 'Construction']","Ho Chi Minh City, Vietnam",https://www.workwithnook.com/en,https://www.linkedin.com/company/nookrenovation,"We match reliable, quality workers w/ construction projects on demand.",2,False,False,False,robert-huynh,https://www.linkedin.com/in/robert-huynh,True,High,True,False
Nathaniel Ricca,25603,Nook,W22,Active,"['Human Resources', 'Logistics', 'Real Estate', 'Marketplace', 'Construction']","Ho Chi Minh City, Vietnam",https://www.workwithnook.com/en,https://www.linkedin.com/company/nookrenovation,"We match reliable, quality workers w/ construction projects on demand.",2,False,False,False,nathaniel-ricca,https://www.linkedin.com/in/nathaniel-ricca,True,High,True,False
Brian Kim,29152,Taylor AI,S23,Active,"['Artificial Intelligence', 'Data Science', 'Enterprise', 'AI', 'Conversational AI']",San Francisco,https://trytaylor.ai,https://www.linkedin.com/company/taylor-ai/about/,Enabling data scientists to fine-tune and own LLMs,2,True,False,False,brian-kim,https://www.linkedin.com/in/brian-kim,True,High,True,True
Benjamin Anderson,29152,Taylor AI,S23,Active,"['Artificial Intelligence', 'Data Science', 'Enterprise', 'AI', 'Conversational AI']",San Francisco,https://trytaylor.ai,https://www.linkedin.com/company/taylor-ai/about/,Enabling data scientists to fine-tune and own LLMs,2,True,False,False,benjamin-anderson,https://www.linkedin.com/in/benjamin-anderson,True,High,True,True
Sandeep Pani,29156,CodeStory,S23,Active,"['Developer Tools', 'AI']",San Francisco,https://codestory.ai,,"10x engineer, right inside your editor.",2,True,True,False,sandeep-pani,https://www.linkedin.com/in/sandeep-pani,False,Medium,True,True
Naresh R,29156,CodeStory,S23,Active,"['Developer Tools', 'AI']",San Francisco,https://codestory.ai,,"10x engineer, right inside your editor.",2,True,True,False,naresh-r,https://www.linkedin.com/in/naresh-r,False,Medium,True,True
Dawson Chen,29160,Martin,S23,Active,"['Artificial Intelligence', 'Consumer', 'Consumer Products', 'AI', 'AI Assistant']","Sunnyvale, CA",https://www.trymartin.com/,,An AI voice assistant that knows you.,3,True,False,False,dawson-chen,https://www.linkedin.com/in/dawson-chen,False,Medium,True,True
Harsh Deep,29160,Martin,S23,Active,"['Artificial Intelligence', 'Consumer', 'Consumer Products', 'AI', 'AI Assistant']","Sunnyvale, CA",https://www.trymartin.com/,,An AI voice assistant that knows you.,3,True,False,False,harsh-deep,https://www.linkedin.com/in/harsh-deep,False,Medium,True,True
Arjun Dixit,29160,Martin,S23,Active,"['Artificial Intelligence', 'Consumer', 'Consumer Products', 'AI', 'AI Assistant']","Sunnyvale, CA",https://www.trymartin.com/,,An AI voice assistant that knows you.,3,True,False,False,arjun-dixit,https://www.linkedin.com/in/arjun-dixit,False,Medium,True,True
Tim Jang,29137,TrendUp,S23,Active,"['Social Media', 'Consumer Products', 'AI']",San Francisco,https://trendup.ai/,https://www.linkedin.com/company/trendupai,AI tools to help you go viral on any platform,2,True,False,False,tim-jang,https://www.linkedin.com/in/tim-jang,True,High,True,True
Brayden Werner,29137,TrendUp,S23,Active,"['Social Media', 'Consumer Products', 'AI']",San Francisco,https://trendup.ai/,https://www.linkedin.com/company/trendupai,AI tools to help you go viral on any platform,2,True,False,False,brayden-werner,https://www.linkedin.com/in/brayden-werner,True,High,True,True
Raj Kohli,29159,Healthtech 1,S23,Active,"['Health Tech', 'Digital Health', 'Healthcare', 'Automation']","London, United Kingdom",https://www.healthtech1.uk/,https://www.linkedin.com/company/healthtech-1/,Digitising repetitive processes in healthcare,2,False,False,False,raj-kohli,https://www.linkedin.com/in/raj-kohli,True,High,True,False
Peter Huang,29159,Healthtech 1,S23,Active,"['Health Tech', 'Digital Health', 'Healthcare', 'Automation']","London, United Kingdom",https://www.healthtech1.uk/,https://www.linkedin.com/company/healthtech-1/,Digitising repetitive processes in healthcare,2,False,False,False,peter-huang,https://www.linkedin.com/in/peter-huang,True,High,True,False
Ingo Boegemann,29125,truemetrics,S23,Active,"['Machine Learning', 'Logistics', 'Big Data', 'AI']","Berlin, Germany",https://www.truemetrics.io/,https://www.linkedin.com/company/truemetricsio,Fixing bad GPS positions and incomplete map data on the last mile.,3,True,False,False,ingo-boegemann,https://www.linkedin.com/in/ingo-boegemann,True,High,True,True
Jan Bischof,29125,truemetrics,S23,Active,"['Machine Learning', 'Logistics', 'Big Data', 'AI']","Berlin, Germany",https://www.truemetrics.io/,https://www.linkedin.com/company/truemetricsio,Fixing bad GPS positions and incomplete map data on the last mile.,3,True,False,False,jan-bischof,https://www.linkedin.com/in/jan-bischof,True,High,True,True
David Wulff,29125,truemetrics,S23,Active,"['Machine Learning', 'Logistics', 'Big Data', 'AI']","Berlin, Germany",https://www.truemetrics.io/,https://www.linkedin.com/company/truemetricsio,Fixing bad GPS positions and incomplete map data on the last mile.,3,True,False,False,david-wulff,https://www.linkedin.com/in/david-wulff,True,High,True,True
Robert Huppertz,29157,Orbio Earth,S23,Active,"['Artificial Intelligence', 'Satellites', 'B2B', 'Climate']","Berlin, Germany",https://www.orbio.earth/,https://www.linkedin.com/company/orbioearth/,Tracking methane emissions with satellites,2,True,False,True,robert-huppertz,https://www.linkedin.com/in/robert-huppertz,True,High,True,True
Jack Angela,29157,Orbio Earth,S23,Active,"['Artificial Intelligence', 'Satellites', 'B2B', 'Climate']","Berlin, Germany",https://www.orbio.earth/,https://www.linkedin.com/company/orbioearth/,Tracking methane emissions with satellites,2,True,False,True,jack-angela,https://www.linkedin.com/in/jack-angela,True,High,True,True
Benedict Altier,29154,CatX,S23,Active,"['Machine Learning', 'Finance', 'Analytics', 'Insurance', 'Investing']",,https://catx.finance,https://www.linkedin.com/company/catx/,The exchange for trading and transferring risk ,2,True,False,False,benedict-altier,https://www.linkedin.com/in/benedict-altier,True,High,True,False
Lucas Schneider,29154,CatX,S23,Active,"['Machine Learning', 'Finance', 'Analytics', 'Insurance', 'Investing']",,https://catx.finance,https://www.linkedin.com/company/catx/,The exchange for trading and transferring risk ,2,True,False,False,lucas-schneider,https://www.linkedin.com/in/lucas-schneider,True,High,True,False
Natalia Khosla Md,29113,Simbie Health,S23,Active,"['Artificial Intelligence', 'Fertility Tech', 'Health Tech', ""Women's Health"", 'Femtech']",San Francisco,http://www.simbiehealth.com,https://www.linkedin.com/company/simbie-health,"The AI-powered, virtual front door for women’s health.",3,True,False,False,natalia-khosla-md,https://www.linkedin.com/in/natalia-khosla-md,True,High,True,True
Rachel O’Driscoll,29113,Simbie Health,S23,Active,"['Artificial Intelligence', 'Fertility Tech', 'Health Tech', ""Women's Health"", 'Femtech']",San Francisco,http://www.simbiehealth.com,https://www.linkedin.com/company/simbie-health,"The AI-powered, virtual front door for women’s health.",3,True,False,False,rachel-odriscoll,https://www.linkedin.com/in/rachel-odriscoll,True,High,True,True
Natalia Perina,29113,Simbie Health,S23,Active,"['Artificial Intelligence', 'Fertility Tech', 'Health Tech', ""Women's Health"", 'Femtech']",San Francisco,http://www.simbiehealth.com,https://www.linkedin.com/company/simbie-health,"The AI-powered, virtual front door for women’s health.",3,True,False,False,natalia-perina,https://www.linkedin.com/in/natalia-perina,True,High,True,True
Faraz Rana,29106,Affinity,S23,Active,"['Fintech', 'Workflow Automation', 'Team Collaboration', 'Compliance', 'HR Tech']",New York,https://itsaffinity.com,https://www.linkedin.com/company/affinity-training,A compliance training platform built for regulated industries.,2,False,False,False,faraz-rana,https://www.linkedin.com/in/faraz-rana,True,High,True,False
Peter Greczner,29106,Affinity,S23,Active,"['Fintech', 'Workflow Automation', 'Team Collaboration', 'Compliance', 'HR Tech']",New York,https://itsaffinity.com,https://www.linkedin.com/company/affinity-training,A compliance training platform built for regulated industries.,2,False,False,False,peter-greczner,https://www.linkedin.com/in/peter-greczner,True,High,True,False
Ankur Rustagi,29107,Sero AI,S23,Active,"['SaaS', 'B2B', 'Enterprise', 'Trust & Safety', 'AI']","San Jose, CA",https://getsero.ai,https://www.linkedin.com/company/seroai/,AI powered Trust and Safety operations platform for Enterprises,2,True,False,True,ankur-rustagi,https://www.linkedin.com/in/ankur-rustagi,True,High,True,True
Talha Baig,29107,Sero AI,S23,Active,"['SaaS', 'B2B', 'Enterprise', 'Trust & Safety', 'AI']","San Jose, CA",https://getsero.ai,https://www.linkedin.com/company/seroai/,AI powered Trust and Safety operations platform for Enterprises,2,True,False,True,talha-baig,https://www.linkedin.com/in/talha-baig,True,High,True,True
Tejas Bhakta,29120,AutoInfra,S23,Active,"['AIOps', 'Developer Tools', 'Cloud Computing', 'Infrastructure', 'AI']",,https://autoinfra.ai/,https://www.linkedin.com/company/autoinfra-ai/,Infrastructure as Language. Automating DevOps and Infra with AI. ,1,True,True,False,tejas-bhakta,https://www.linkedin.com/in/tejas-bhakta,True,High,True,True
Henry Heng,29105,FlowiseAI,S23,Active,"['Artificial Intelligence', 'Chatbot', 'Open Source', 'No-code', 'AI']",San Francisco,https://flowiseai.com,,Open source UI visual tool to build LLM apps,2,True,False,False,henry-heng,https://www.linkedin.com/in/henry-heng,False,Medium,True,True
Chung Yau Ong,29105,FlowiseAI,S23,Active,"['Artificial Intelligence', 'Chatbot', 'Open Source', 'No-code', 'AI']",San Francisco,https://flowiseai.com,,Open source UI visual tool to build LLM apps,2,True,False,False,chung-yau-ong,https://www.linkedin.com/in/chung-yau-ong,False,Medium,True,True
Anna Sun,29119,Nowadays,S23,Active,"['Artificial Intelligence', 'Chatbot', 'Automation', 'AI', 'AI Assistant']",San Francisco,http://getnowadays.com/,,Personal AI-powered event planning assistant.,2,True,False,False,anna-sun,https://www.linkedin.com/in/anna-sun,False,Medium,True,True
Amy Yan,29119,Nowadays,S23,Active,"['Artificial Intelligence', 'Chatbot', 'Automation', 'AI', 'AI Assistant']",San Francisco,http://getnowadays.com/,,Personal AI-powered event planning assistant.,2,True,False,False,amy-yan,https://www.linkedin.com/in/amy-yan,False,Medium,True,True
Yuriy Zaremba,29110,AiSDR,S23,Active,"['Artificial Intelligence', 'SaaS', 'B2B', 'Sales', 'AI']",San Francisco,https://aisdr.com/,,AI sales prospecting. Replace your SDR with AiSDR,2,True,False,True,yuriy-zaremba,https://www.linkedin.com/in/yuriy-zaremba,False,Medium,True,True
Oleg Zaremba,29110,AiSDR,S23,Active,"['Artificial Intelligence', 'SaaS', 'B2B', 'Sales', 'AI']",San Francisco,https://aisdr.com/,,AI sales prospecting. Replace your SDR with AiSDR,2,True,False,True,oleg-zaremba,https://www.linkedin.com/in/oleg-zaremba,False,Medium,True,True
Amrutha Gujjar,29118,Structured,S23,Active,"['Developer Tools', 'AI', 'AI Assistant']",San Francisco,https://www.structuredlabs.io/,https://www.linkedin.com/company/structuredlabs/,LLMs for Analyzing Logs and Reducing Downtime,2,True,True,False,amrutha-gujjar,https://www.linkedin.com/in/amrutha-gujjar,True,High,True,True
Shivam Singhal,29118,Structured,S23,Active,"['Developer Tools', 'AI', 'AI Assistant']",San Francisco,https://www.structuredlabs.io/,https://www.linkedin.com/company/structuredlabs/,LLMs for Analyzing Logs and Reducing Downtime,2,True,True,False,shivam-singhal,https://www.linkedin.com/in/shivam-singhal,True,High,True,True
Aurelien Aubert,29101,Cargo,S23,Active,"['Sales', 'Sales Enablement', 'Data Engineering', 'Infrastructure', 'Operations']",San Francisco,https://getcargo.io,https://www.linkedin.com/company/cargo-hq,Headless revenue architecture,2,False,True,False,aurelien-aubert,https://www.linkedin.com/in/aurelien-aubert,True,High,True,False
Maxence De Villepion,29101,Cargo,S23,Active,"['Sales', 'Sales Enablement', 'Data Engineering', 'Infrastructure', 'Operations']",San Francisco,https://getcargo.io,https://www.linkedin.com/company/cargo-hq,Headless revenue architecture,2,False,True,False,maxence-de-villepion,https://www.linkedin.com/in/maxence-de-villepion,True,High,True,False
Dasha Cherepennikova,29089,Line.Build,S23,Active,"['Payments', 'Construction', 'Climate', 'Renewable Energy', 'ClimateTech']",San Francisco,https://www.line.build/,https://www.linkedin.com/company/line-build/,Enabling affordable building decarbonization,2,False,False,False,dasha-cherepennikova,https://www.linkedin.com/in/dasha-cherepennikova,True,High,True,False
Stephanie Vasquez,29089,Line.Build,S23,Active,"['Payments', 'Construction', 'Climate', 'Renewable Energy', 'ClimateTech']",San Francisco,https://www.line.build/,https://www.linkedin.com/company/line-build/,Enabling affordable building decarbonization,2,False,False,False,stephanie-vasquez,https://www.linkedin.com/in/stephanie-vasquez,True,High,True,False
Zi Liu,29093,Roame,S23,Active,"['Travel', 'Airlines', 'API', 'Consumer Finance', 'AI']",San Francisco,https://roame.travel/,https://www.linkedin.com/company/roametravel/,Google flights using points and miles,2,True,False,False,zi-liu,https://www.linkedin.com/in/zi-liu,True,High,True,True
Tim Qin,29093,Roame,S23,Active,"['Travel', 'Airlines', 'API', 'Consumer Finance', 'AI']",San Francisco,https://roame.travel/,https://www.linkedin.com/company/roametravel/,Google flights using points and miles,2,True,False,False,tim-qin,https://www.linkedin.com/in/tim-qin,True,High,True,True
Anand Chaturvedi,29092,dili,S23,Active,"['Artificial Intelligence', 'Fintech', 'Finance', 'B2B', 'AI Assistant']",New York,https://diliai.com,https://www.linkedin.com/company/dili-ai/,Accelerate capital markets due diligence with AI,3,True,False,True,anand-chaturvedi,https://www.linkedin.com/in/anand-chaturvedi,True,High,True,True
Brian Fernandez,29092,dili,S23,Active,"['Artificial Intelligence', 'Fintech', 'Finance', 'B2B', 'AI Assistant']",New York,https://diliai.com,https://www.linkedin.com/company/dili-ai/,Accelerate capital markets due diligence with AI,3,True,False,True,brian-fernandez,https://www.linkedin.com/in/brian-fernandez,True,High,True,True
Stephanie Song,29092,dili,S23,Active,"['Artificial Intelligence', 'Fintech', 'Finance', 'B2B', 'AI Assistant']",New York,https://diliai.com,https://www.linkedin.com/company/dili-ai/,Accelerate capital markets due diligence with AI,3,True,False,True,stephanie-song,https://www.linkedin.com/in/stephanie-song,True,High,True,True
Philippe Noël,29087,Retake,S23,Active,"['Developer Tools', 'SaaS', 'B2B', 'Data Engineering']",New York,https://getretake.com,https://linkedin.com/company/getretake,Open source infrastructure for vector data streams,2,False,True,True,philippe-nol,https://www.linkedin.com/in/philippe-nol,True,High,True,True
Ming Ying,29087,Retake,S23,Active,"['Developer Tools', 'SaaS', 'B2B', 'Data Engineering']",New York,https://getretake.com,https://linkedin.com/company/getretake,Open source infrastructure for vector data streams,2,False,True,True,ming-ying,https://www.linkedin.com/in/ming-ying,True,High,True,True
Moses Mukundi,29086,Eden Care,S23,Active,"['Health Insurance', 'Insurance', 'Health & Wellness']","Nairobi, Kenya",https://www.edencaremedical.com/,https://www.linkedin.com/company/edencaremedical/?viewAsMember=true,Eden Care Healthcare Rwanda Limited,1,False,False,False,moses-mukundi,https://www.linkedin.com/in/moses-mukundi,True,High,True,False
Kunal Puri,29080,Smobi,S23,Active,"['Fintech', 'Marketplace', 'E-commerce', 'SMB']",New York,https://smobimarket.com/,https://www.linkedin.com/company/smobimarket/,Zillow for SMB Sales,2,False,False,False,kunal-puri,https://www.linkedin.com/in/kunal-puri,True,High,True,False
Michael Ning,29080,Smobi,S23,Active,"['Fintech', 'Marketplace', 'E-commerce', 'SMB']",New York,https://smobimarket.com/,https://www.linkedin.com/company/smobimarket/,Zillow for SMB Sales,2,False,False,False,michael-ning,https://www.linkedin.com/in/michael-ning,True,High,True,False
Pablo Palafox,29069,Happyrobot,S23,Active,"['Developer Tools', 'Machine Learning', 'SaaS', 'Computer Vision', 'API']",San Francisco,https://happyrobot.ai,https://www.linkedin.com/company/happyrobot/,Build computer vision applications faster,3,True,True,True,pablo-palafox,https://www.linkedin.com/in/pablo-palafox,True,High,True,True
Javier Palafox,29069,Happyrobot,S23,Active,"['Developer Tools', 'Machine Learning', 'SaaS', 'Computer Vision', 'API']",San Francisco,https://happyrobot.ai,https://www.linkedin.com/company/happyrobot/,Build computer vision applications faster,3,True,True,True,javier-palafox,https://www.linkedin.com/in/javier-palafox,True,High,True,True
Luis Paarup,29069,Happyrobot,S23,Active,"['Developer Tools', 'Machine Learning', 'SaaS', 'Computer Vision', 'API']",San Francisco,https://happyrobot.ai,https://www.linkedin.com/company/happyrobot/,Build computer vision applications faster,3,True,True,True,luis-paarup,https://www.linkedin.com/in/luis-paarup,True,High,True,True
Gabriel Banks,29085,Quill AI,S23,Active,"['Artificial Intelligence', 'Fintech', 'Automation', 'AI']",New York,https://quillai.co,https://www.linkedin.com/company/quill-ai/,Automation Software for Financial Analysts,2,True,False,False,gabriel-banks,https://www.linkedin.com/in/gabriel-banks,True,High,True,True
Kartik Donepudi,29085,Quill AI,S23,Active,"['Artificial Intelligence', 'Fintech', 'Automation', 'AI']",New York,https://quillai.co,https://www.linkedin.com/company/quill-ai/,Automation Software for Financial Analysts,2,True,False,False,kartik-donepudi,https://www.linkedin.com/in/kartik-donepudi,True,High,True,True
Philip Isik,29079,Tiptap,S23,Active,"['Developer Tools', 'Open Source']","Berlin, Germany",https://tiptap.dev/,https://www.linkedin.com/company/tiptapdev/,Developer toolkit for building collaborative apps.,6,False,True,False,philip-isik,https://www.linkedin.com/in/philip-isik,True,High,True,True
Patrick Baber,29079,Tiptap,S23,Active,"['Developer Tools', 'Open Source']","Berlin, Germany",https://tiptap.dev/,https://www.linkedin.com/company/tiptapdev/,Developer toolkit for building collaborative apps.,6,False,True,False,patrick-baber,https://www.linkedin.com/in/patrick-baber,True,High,True,True
Sven Adlung,29079,Tiptap,S23,Active,"['Developer Tools', 'Open Source']","Berlin, Germany",https://tiptap.dev/,https://www.linkedin.com/company/tiptapdev/,Developer toolkit for building collaborative apps.,6,False,True,False,sven-adlung,https://www.linkedin.com/in/sven-adlung,True,High,True,True
Nick Hirche,29079,Tiptap,S23,Active,"['Developer Tools', 'Open Source']","Berlin, Germany",https://tiptap.dev/,https://www.linkedin.com/company/tiptapdev/,Developer toolkit for building collaborative apps.,6,False,True,False,nick-hirche,https://www.linkedin.com/in/nick-hirche,True,High,True,True
Timo Isik,29079,Tiptap,S23,Active,"['Developer Tools', 'Open Source']","Berlin, Germany",https://tiptap.dev/,https://www.linkedin.com/company/tiptapdev/,Developer toolkit for building collaborative apps.,6,False,True,False,timo-isik,https://www.linkedin.com/in/timo-isik,True,High,True,True
Sebastian Schrama,29079,Tiptap,S23,Active,"['Developer Tools', 'Open Source']","Berlin, Germany",https://tiptap.dev/,https://www.linkedin.com/company/tiptapdev/,Developer toolkit for building collaborative apps.,6,False,True,False,sebastian-schrama,https://www.linkedin.com/in/sebastian-schrama,True,High,True,True
Carlos Feliciano,29073,Monitaur,S23,Active,"['Crypto / Web3', 'Infrastructure', 'Operations', 'Monitoring']",San Francisco,https://monitaur.xyz,https://www.linkedin.com/company/monitaurxyz,Datadog for Web3,2,False,True,False,carlos-feliciano,https://www.linkedin.com/in/carlos-feliciano,True,High,True,False
Casey Wilcox,29073,Monitaur,S23,Active,"['Crypto / Web3', 'Infrastructure', 'Operations', 'Monitoring']",San Francisco,https://monitaur.xyz,https://www.linkedin.com/company/monitaurxyz,Datadog for Web3,2,False,True,False,casey-wilcox,https://www.linkedin.com/in/casey-wilcox,True,High,True,False
Nico Magni,29071,Cedalio,S23,Active,"['Developer Tools', 'Crypto / Web3', 'GraphQL', 'Databases']",San Francisco,https://cedalio.com/,https://www.linkedin.com/company/cedalio/,A decentralized alternative to Firebase or Supabase with a GraphQL…,3,False,True,False,nico-magni,https://www.linkedin.com/in/nico-magni,True,High,True,True
Guido Marucci Blas,29071,Cedalio,S23,Active,"['Developer Tools', 'Crypto / Web3', 'GraphQL', 'Databases']",San Francisco,https://cedalio.com/,https://www.linkedin.com/company/cedalio/,A decentralized alternative to Firebase or Supabase with a GraphQL…,3,False,True,False,guido-marucci-blas,https://www.linkedin.com/in/guido-marucci-blas,True,High,True,True
Luciana Reznik,29071,Cedalio,S23,Active,"['Developer Tools', 'Crypto / Web3', 'GraphQL', 'Databases']",San Francisco,https://cedalio.com/,https://www.linkedin.com/company/cedalio/,A decentralized alternative to Firebase or Supabase with a GraphQL…,3,False,True,False,luciana-reznik,https://www.linkedin.com/in/luciana-reznik,True,High,True,True
Debesh Mandal,29051,Nanograb,S23,Active,"['AI-powered Drug Discovery', 'Therapeutics', 'Biotechnology']","London, United Kingdom",https://nanograb.com,https://www.linkedin.com/company/94221598,Multivalent nanomedicines with next-generation targeting capabilities,3,True,False,False,debesh-mandal,https://www.linkedin.com/in/debesh-mandal,True,High,True,True
Christopher Lau,29051,Nanograb,S23,Active,"['AI-powered Drug Discovery', 'Therapeutics', 'Biotechnology']","London, United Kingdom",https://nanograb.com,https://www.linkedin.com/company/94221598,Multivalent nanomedicines with next-generation targeting capabilities,3,True,False,False,christopher-lau,https://www.linkedin.com/in/christopher-lau,True,High,True,True
Shanil Panara,29051,Nanograb,S23,Active,"['AI-powered Drug Discovery', 'Therapeutics', 'Biotechnology']","London, United Kingdom",https://nanograb.com,https://www.linkedin.com/company/94221598,Multivalent nanomedicines with next-generation targeting capabilities,3,True,False,False,shanil-panara,https://www.linkedin.com/in/shanil-panara,True,High,True,True
Trey Benedict,29053,Pure 🪙,S23,Active,"['Marketplace', 'Data Science']","Berkeley, CA",https://www.collectpure.com/,https://www.linkedin.com/company/puretechnologies/,Marketplace for Rare Coins & Precious Metals,2,False,False,False,trey-benedict,https://www.linkedin.com/in/trey-benedict,True,High,True,False
David Gordillo,29053,Pure 🪙,S23,Active,"['Marketplace', 'Data Science']","Berkeley, CA",https://www.collectpure.com/,https://www.linkedin.com/company/puretechnologies/,Marketplace for Rare Coins & Precious Metals,2,False,False,False,david-gordillo,https://www.linkedin.com/in/david-gordillo,True,High,True,False
Sajag Agarwal,29045,Movley,S23,Active,"['Marketplace', 'SaaS', 'E-commerce', 'Supply Chain']",San Francisco,https://movley.com/,https://www.linkedin.com/company/movley/,Quality Control Platform for Marketplace Sellers,4,True,False,True,sajag-agarwal,https://www.linkedin.com/in/sajag-agarwal,True,High,True,True
Jake Corkin,29045,Movley,S23,Active,"['Marketplace', 'SaaS', 'E-commerce', 'Supply Chain']",San Francisco,https://movley.com/,https://www.linkedin.com/company/movley/,Quality Control Platform for Marketplace Sellers,4,True,False,True,jake-corkin,https://www.linkedin.com/in/jake-corkin,True,High,True,True
Michael Friedman,29045,Movley,S23,Active,"['Marketplace', 'SaaS', 'E-commerce', 'Supply Chain']",San Francisco,https://movley.com/,https://www.linkedin.com/company/movley/,Quality Control Platform for Marketplace Sellers,4,True,False,True,michael-friedman,https://www.linkedin.com/in/michael-friedman,True,High,True,True
Rafael Petry,29045,Movley,S23,Active,"['Marketplace', 'SaaS', 'E-commerce', 'Supply Chain']",San Francisco,https://movley.com/,https://www.linkedin.com/company/movley/,Quality Control Platform for Marketplace Sellers,4,True,False,True,rafael-petry,https://www.linkedin.com/in/rafael-petry,True,High,True,True
Dhiren Bhatia,29040,Inventive AI,S23,Active,"['Generative AI', 'B2B', 'Sales', 'Automation', 'AI']",Mountain View,https://getinventive.ai/,https://www.linkedin.com/company/inventive-ai/,Enterprise-ready AI agents to automate content creation,3,True,False,True,dhiren-bhatia,https://www.linkedin.com/in/dhiren-bhatia,True,High,True,True
Vishakh Hegde,29040,Inventive AI,S23,Active,"['Generative AI', 'B2B', 'Sales', 'Automation', 'AI']",Mountain View,https://getinventive.ai/,https://www.linkedin.com/company/inventive-ai/,Enterprise-ready AI agents to automate content creation,3,True,False,True,vishakh-hegde,https://www.linkedin.com/in/vishakh-hegde,True,High,True,True
Gaurav Nemade,29040,Inventive AI,S23,Active,"['Generative AI', 'B2B', 'Sales', 'Automation', 'AI']",Mountain View,https://getinventive.ai/,https://www.linkedin.com/company/inventive-ai/,Enterprise-ready AI agents to automate content creation,3,True,False,True,gaurav-nemade,https://www.linkedin.com/in/gaurav-nemade,True,High,True,True
Darren Fike,29042,Santé,S23,Active,"['Fintech', 'SaaS', 'B2B', 'Retail']",New York,https://,,Modern POS for Liquor Stores,2,True,False,True,darren-fike,https://www.linkedin.com/in/darren-fike,False,Medium,True,True
Antoine Balaresque,29042,Santé,S23,Active,"['Fintech', 'SaaS', 'B2B', 'Retail']",New York,https://,,Modern POS for Liquor Stores,2,True,False,True,antoine-balaresque,https://www.linkedin.com/in/antoine-balaresque,False,Medium,True,True
Olivier Moindrot,29021,Fragment,S23,Active,"['SaaS', 'B2B', 'Automation', 'Operations']",San Francisco,https://checkfragment.com,,Task management for fintech and insurtech,2,False,False,True,olivier-moindrot,https://www.linkedin.com/in/olivier-moindrot,False,Medium,True,True
Guillaume Genthial,29021,Fragment,S23,Active,"['SaaS', 'B2B', 'Automation', 'Operations']",San Francisco,https://checkfragment.com,,Task management for fintech and insurtech,2,False,False,True,guillaume-genthial,https://www.linkedin.com/in/guillaume-genthial,False,Medium,True,True
